no,category,word,part of speech,cefr,meaning,oxford,academic,ielts
2231,I,immediate,adjective,B1,ทันทีทันใด,1,0,0
2232,I,immediately,adverb,A2,โดยทันที,1,0,0
2233,I,immense,adjective,C1,ใหญ่มาก มากมาย กว้างขวาง ไม่มีขอบเขต ยอมเยี่ยม,0,0,0
2234,I,immigrant,noun,B1,ผู้อพยพ,1,0,0
2235,I,immigration,noun,B2,ฉุกเฉิน ใกล้เข้ามา,0,1,1
2236,I,imminent,adjective,C1,ใกล้,0,0,0
2237,I,immune,adjective,B2,มีภูมิคุ้มกัน,0,0,0
2238,I,impact,noun,B1,ผลกระทบ,1,1,1
2239,I,impatient,adjective,B2,ขาดความอดทน หุนหันพลันแล่น,1,0,0
2240,I,implement,verb,B2,เครื่องมือ วิธีการ ทำให้สำเร็จ อุปกรณ์,0,0,1
2241,I,implementation,noun,C1,การดำเนินการ,0,1,0
2242,I,implication,noun,B2,ความเกี่ยวข้อง ความหมายโดยนัย,0,0,0
2243,I,implicit,adjective,B2,โดยปริยาย,0,0,1
2244,I,imply,verb,B2,บอกเป็นนัย,1,0,1
2245,I,import,noun,B1,นำเข้า,1,0,0
2246,I,importance,noun,B1,ความสำคัญ,1,0,0
2247,I,important,adjective,A1,สำคัญ,1,0,0
2248,I,impose,verb,B2,กำหนด บังคับเอา จัดเก็บภาษี,1,0,0
2249,I,impossible,adjective,A2,เป็นไปไม่ได้,1,0,0
2250,I,impress,verb,B2,ประทับใจ,1,0,0
2251,I,impressed,adjective,B2,น่าสยดสยอง,1,0,0
2252,I,impression,noun,B1,ความประทับใจ,1,0,0
2253,I,impressive,adjective,B1,ประทับใจ,1,0,0
2254,I,imprison,verb,C1,กักขัง,0,0,0
2255,I,imprisonment,noun,C1,การจำคุก,0,0,0
2256,I,improve,verb,A1,ปรับปรุงให้ดีขึ้น,1,0,0
2257,I,improvement,noun,B1,การปรับปรุง,1,0,0
2258,I,in,adverb,A1,ใน,1,0,0
2259,I,inability,noun,C1,ไม่สามารถ,0,0,0
2260,I,inadequate,adjective,C1,ไม่เพียงพอ,0,0,0
2261,I,inappropriate,adjective,C1,ไม่เหมาะสม,0,0,0
2262,I,incentive,noun,B2,สิ่งกระตุ้น แรงจูงใจ ที่ปลุกเร้า,0,1,1
2263,I,inch,noun,B2,นิ้ว,1,0,0
2264,I,incidence,noun,C1,อุบัติการณ์,0,1,0
2265,I,incident,noun,B2,เหตุการณ์ เรื่องราว,1,0,0
2266,I,inclination,noun,C1,ความโน้มเอียง,0,0,1
2267,I,inclined,adjective,C1,เอียง,0,0,0
2268,I,include,verb,A1,ประกอบด้วย รวมทั้ง,1,0,0
2269,I,included,adjective,A2,รวมอยู่ด้วย,1,0,0
2270,I,including,preposition,A2,รวมทั้ง,1,0,0
2271,I,inclusion,noun,C1,การรวมเข้าด้วยกัน,0,0,0
2272,I,income,noun,B2,รายได้,1,1,1
2273,I,incompatible,adjective,C1,เข้ากันไม่ได้,0,0,1
2274,I,incorporate,verb,B2,รวม,0,0,0
2275,I,incorrect,adjective,B2,ไม่ถูกต้อง,0,0,0
2276,I,increase,noun,A2,เพิ่มขึ้น,1,0,0
2277,I,increasingly,adverb,B2,มากขึ้น,1,0,0
2278,I,incredible,adjective,A2,ไม่น่าเชื่อ เหลือเชื่อ,1,0,0
2279,I,incredibly,adverb,B1,เหลือเชื่อ,1,0,0
2280,I,incur,verb,C1,ก่อให้เกิด ได้รับ ทำให้เกิด,0,0,0
2281,I,indeed,adverb,B1,อย่างแท้จริง,1,0,0
2282,I,independence,noun,B2,ความเป็นอิสระ,0,0,0
2283,I,independent,adjective,A2,เป็นอิสระ,1,0,0
2284,I,index,noun,B2,ดัชนี,0,1,1
2285,I,indicate,verb,B1,ชี้บอก ชี้แนะ แสดง ทำให้รู้,1,1,1
2286,I,indication,noun,B2,ข้อบ่งชี้,0,0,0
2287,I,indicator,noun,C1,ตัวบ่งชี้,0,0,0
2288,I,indictment,noun,C1,คำฟ้อง,0,0,0
2289,I,indigenous,adjective,C1,เป็นชนพื้นเมือง,0,0,0
2290,I,indirect,adjective,B1,ทางอ้อม,1,0,0
2291,I,individual,adjective,A2,รายบุคคล,1,1,1
2292,I,indoor,adjective,B1,ในร่ม,1,0,0
2293,I,indoors,adverb,B1,ในบ้าน,1,0,0
2294,I,induce,verb,C1,ชักจูง ชักนำ ชักชวน,0,0,1
2295,I,indulge,verb,C1,ตามใจ,0,0,1
2296,I,industrial,adjective,B2,ทางอุตสาหกรรม,1,0,0
2297,I,industry,noun,A2,อุตสาหกรรม,1,0,0
2298,I,inequality,noun,C1,ความไม่เท่าเทียม,0,0,0
2299,I,inevitable,adjective,B2,ซึ่งหลีกเลี่ยงไม่ได้ แน่นอน จำเป็น,0,0,0
2300,I,inevitably,adverb,B2,อย่างหลีกเลี่ยงไม่ได้,0,1,1
2301,I,infamous,adjective,C1,น่าอับอาย,0,0,0
2302,I,infant,noun,C1,เด็กทารก,0,0,0
2303,I,infect,verb,C1,ทำให้ติดเชื้อ ทำให้มัวหมอง ติดเชื้อ,0,0,0
2304,I,infection,noun,B2,การติดเชื้อ,1,0,0
2305,I,infer,verb,B2,อนุมาน,0,0,1
2306,I,inflation,noun,B2,เงินเฟ้อ การขยายตัว,0,0,0
2307,I,inflict,verb,C1,ทำดาเมจ,0,0,0
2308,I,influence,noun,B1,อิทธิพล สิ่งชักจูง มีอำนาจโน้มน้าว,1,0,0
2309,I,influential,adjective,C1,มีอิทธิพล มีอำนาจชักจูง,0,0,0
2310,I,info,noun,B2,ข้อมูล,0,0,0
2311,I,inform,verb,B2,แจ้งให้ทราบ,1,0,0
2312,I,informal,adjective,A2,ไม่เป็นทางการ,1,0,0
2313,I,information,noun,A1,ข้อมูล,1,0,0
2314,I,infrastructure,noun,B2,โครงสร้างพื้นฐาน,0,1,1
2315,I,ingredient,noun,B1,ส่วนประกอบ ส่วนผสม,1,0,0
2316,I,inhabitant,noun,B2,ผู้อยู่อาศัย,0,0,0
2317,I,inherent,adjective,C1,โดยธรรมชาติ,0,1,1
2318,I,inherit,verb,B2,สืบทอด รับมรดก สืบต่อ,0,0,0
2319,I,inhibit,verb,C1,ยับยั้ง ห้าม,0,0,0
2320,I,inhibition,noun,C1,การยับยั้ง การขัดขวาง,0,0,1
2321,I,initial,adjective,B2,เริ่มแรก เบื้องต้น,1,1,1
2322,I,initially,adverb,B2,ในขั้นต้น,1,0,0
2323,I,initiate,verb,C1,ริเริ่ม,0,0,0
2324,I,initiative,noun,B2,การเริ่มต้น ความริเริ่ม,1,0,1
2325,I,inject,verb,C1,ฉีด,0,0,0
2326,I,injection,noun,C1,การฉีดยา,0,0,0
2327,I,injure,verb,B1,ทำร้าย,1,0,0
2328,I,injured,adjective,B1,ได้รับบาดเจ็บ,1,0,0
2329,I,injury,noun,A2,อาการบาดเจ็บ แผล,1,1,1
2330,I,injustice,noun,C1,ความอยุติธรรม,0,0,0
2331,I,ink,noun,B2,หมึก,0,0,0
2332,I,inmate,noun,C1,ผู้ต้องขัง,0,0,0
2333,I,inner,adjective,B2,ภายใน,1,0,0
2334,I,innocent,adjective,B1,ผู้บริสุทธิ์,1,0,0
2335,I,innovation,noun,B2,นวัตกรรม,0,1,1
2336,I,innovative,adjective,B2,นวัตกรรม,0,0,0
2337,I,input,noun,B2,ป้อนข้อมูล,0,1,0
2338,I,inquiry,noun,B2,การไต่สวน,1,0,0
2339,I,insect,noun,A2,แมลง,1,0,0
2340,I,insert,verb,B2,ใส่เข้า บรรจุ สิ่งแทรก,0,1,0
2341,I,insertion,noun,C1,การแทรก,0,0,0
2342,I,inside,adjective,A2,ข้างใน ลักษณะภายใน,1,0,0
2343,I,insider,noun,C1,คนวงใน,0,0,0
2344,I,insight,noun,B2,ข้อมูลเชิงลึก,1,0,1
2345,I,insist,verb,B2,ยืนยัน,1,0,0
2346,I,inspect,verb,C1,ตรวจสอบ,0,0,0
2347,I,inspection,noun,C1,การตรวจสอบอย่างละเอียด,0,1,1
2348,I,inspector,noun,B2,ผู้ตรวจการ,0,0,0
2349,I,inspiration,noun,C1,แรงบันดาลใจ,0,0,0
2350,I,inspire,verb,B2,กระตุ้น ดลบันดาล ทำให้เกิด,1,0,0
2351,I,install,verb,B2,ติดตั้ง,1,0,0
2352,I,installation,noun,B2,การติดตั้ง,0,0,0
2353,I,instance,noun,B2,ตัวอย่าง,1,1,1
2354,I,instant,adjective,B2,รีบด่วน ฉับพลัน,0,0,0
2355,I,instantly,adverb,B2,ทันใดนั้น,0,0,0
2356,I,instead,adverb,A2,แทนที่,1,0,0
2357,I,instinct,noun,C1,สัญชาตญาณ,0,0,0
2358,I,institute,noun,B2,สถาบัน องค์การ วิทยาลัย ริเริ่ม สร้าง,1,1,0
2359,I,institution,noun,B2,สถาบัน,1,0,0
2360,I,institutional,adjective,C1,เกี่ยวกับสถาบัน,0,0,0
2361,I,instruct,verb,C1,สั่งสอน,0,0,0
2362,I,instruction,noun,A2,วิธีการใช้ คำสั่ง,1,0,1
2363,I,instructor,noun,A2,ผู้สอน,1,0,0
2364,I,instrument,noun,A2,อุปกรณ์,1,0,0
2365,I,instrumental,adjective,C1,เป็นเครื่องมือ,0,0,0
2366,I,insufficient,adjective,C1,ไม่เพียงพอ,0,0,0
2367,I,insult,noun,C1,การสบประมาท การโจมตี บาดแผล ดูถูก,0,0,0
2368,I,insurance,noun,B2,การประกัน,1,0,0
2369,I,intact,adjective,C1,ไม่บุบสลาย,0,0,0
2370,I,intake,noun,C1,ปริมาณที่บริโภค,0,0,0
2371,I,integral,adjective,C1,ที่สำคัญ,0,1,1
2372,I,integrate,verb,B2,รวม,0,0,0
2373,I,integrated,adjective,C1,แบบบูรณาการ,0,0,0
2374,I,integration,noun,C1,การรวมเข้าด้วยกัน,0,1,1
2375,I,integrity,noun,C1,การยึดถือหลัก คุณธรรม ความซื่อสัตย์ ความสมบูรณ์,0,1,0
2376,I,intellectual,adjective,B2,เกี่ยวกับปัญญาชน,0,0,0
2377,I,intelligence,noun,B1,ปัญญา,1,1,1
2378,I,intelligent,adjective,A2,ฉลาด,1,0,0
2379,I,intend,verb,B1,ตั้งใจ,1,0,0
2380,I,intended,adjective,B2,ตั้งใจ,1,0,0
2381,I,intense,adjective,B2,เข้มข้น,1,0,0
2382,I,intensify,verb,C1,ทำให้รุนแรงขึ้น,0,0,0
2383,I,intensity,noun,C1,ความรุนแรง,0,1,1
2384,I,intensive,adjective,C1,เข้มข้น,0,0,0
2385,I,intent,noun,C1,ความตั้งใจ,0,0,0
2386,I,intention,noun,B1,เจตนา,1,0,0
2387,I,interact,verb,B2,การสกัดกั้น ทำให้หยุด ยับยั้ง,0,0,1
2388,I,interaction,noun,B2,ปฏิสัมพันธ์,0,1,0
2389,I,interactive,adjective,C1,เชิงโต้ตอบ,0,0,0
2390,I,interest,noun,A1,ความสนใจ,1,0,0
2391,I,interested,adjective,A1,สนใจ,1,0,0
2392,I,interesting,adjective,A1,น่าสนใจ,1,0,0
2393,I,interface,noun,C1,อินเตอร์เฟซ,0,0,0
2394,I,interfere,verb,C1,ก้าวก่าย แทรกแซง,0,0,0
2395,I,interference,noun,C1,การรบกวน,0,0,0
2396,I,interim,adjective,C1,ระหว่างกาล,0,0,0
2397,I,interior,adjective,C1,ภายใน ส่วนลึก,0,0,0
2398,I,intermediate,adjective,C1,ระดับกลาง,0,1,1
2399,I,internal,adjective,B2,ภายใน,1,1,1
2400,I,international,adjective,A2,ระหว่างประเทศ,1,0,0
2401,I,internet,noun,A1,อินเทอร์เน็ต,1,0,0
2402,I,interpret,verb,B2,แปลความหมาย อธิบาย เข้าใจ,1,0,0
2403,I,interpretation,noun,B2,การตีความ,0,1,0
2404,I,interrupt,verb,B2,แทรก ขัดจังหวะ,1,0,0
2405,I,interval,noun,B2,ช่วงเวลา,0,1,1
2406,I,intervene,verb,C1,แทรกแซง,0,0,0
2407,I,intervention,noun,C1,การแทรกแซง,0,1,1
2408,I,interview,noun,A1,สัมภาษณ์,1,0,0
2409,I,intimate,adjective,C1,คุ้นเคย ละเอียด ลึกซึ้ง เพื่อนสนิท ใกล้ชิด ส่วนตัว ประกาศ พูดเป็นนัย,0,0,0
2410,I,into,preposition,A1,เข้าไปข้างใน,1,0,0
2411,I,intriguing,adjective,C1,ที่น่าสนใจ,0,0,0
2412,I,intrinsic,adjective,C1,แท้จริง ที่อยู่ภายใน,0,0,1
2413,I,introduce,verb,A1,แนะนำ,1,0,0
2414,I,introduction,noun,A2,การแนะนำ,1,0,0
2415,I,invade,verb,B2,รุกราน เหยียบย่ำ แผ่ไปทั่ว แพร่หลาย,0,0,0
2416,I,invasion,noun,B2,การบุกรุก,0,0,0
2417,I,invent,verb,A2,ประดิษฐ์ คิดค้นเอง สร้างสรรค์,1,0,0
2418,I,invention,noun,A2,สิ่งประดิษฐ์,1,0,0
2419,I,invest,verb,B1,ลงทุน ปกคลุม ทำให้มี,1,0,0
2420,I,investigate,verb,B1,สอบสวน,1,0,0
2421,I,investigation,noun,B2,การสืบสวน,1,1,1
2422,I,investigator,noun,C1,ผู้ตรวจสอบ,0,0,0
2423,I,investment,noun,B2,การลงทุน,1,1,1
2424,I,investor,noun,B2,นักลงทุน,0,0,0
2425,I,invisible,adjective,C1,ล่องหน,0,0,0
2426,I,invitation,noun,A2,การเชิญ,1,0,0
2427,I,invite,verb,A2,เชิญ ร้องขอ ก่อให้เกิด,1,0,0
2428,I,invoke,verb,C1,ขอร้อง ก่อให้เกิด,0,0,1
2429,I,involve,verb,A2,ทำให้พัวพัน ก่อให้เกิด,1,0,1
2430,I,involved,adjective,B1,ที่เกี่ยวข้อง,1,1,0
2431,I,involvement,noun,C1,การมีส่วนร่วม,0,0,0
2432,I,iron,noun,B1,เหล็ก,1,0,0
2433,I,ironic,adjective,C1,น่าขัน,0,0,0
2434,I,ironically,adverb,C1,อย่างน่าขัน,0,0,0
2435,I,irony,noun,C1,ประชดประชัน,0,0,0
2436,I,irrelevant,adjective,C1,ไม่เกี่ยวข้อง,0,0,0
2437,I,island,noun,A1,เกาะ,1,0,0
2438,I,isolate,verb,B2,แยกออกจากกัน,0,0,0
2439,I,isolated,adjective,B2,โดดเดี่ยว,0,1,1
2440,I,isolation,noun,C1,การแยกตัว,0,0,0
2441,I,issue,noun,B1,ปัญหา,1,0,1
2442,I,IT,noun,B1,มัน,1,0,0
2443,I,item,noun,A2,รายการ,1,0,1
2444,I,its,determiner,A1,ของมัน,1,0,0
2445,I,itself,pronoun,A2,ตัวเอง,1,0,0
2446,J,jacket,noun,A1,เสื้อแจ็กเกต,1,0,0
2447,J,jail,noun,B2,คุก,0,0,0
2448,J,jam,noun,A2,แยม,1,0,0
2449,J,January,noun,A1,มกราคม,1,0,0
2450,J,jazz,noun,A2,แจ๊ส,1,0,0
2451,J,jeans,noun,A1,ยีนส์,1,0,0
2452,J,jet,noun,B2,เครื่องบินไอพ่น,0,0,0
2453,J,jewellery,noun,A2,เครื่องประดับ,1,0,0
2454,J,job,noun,A1,งาน,1,1,0
2455,J,join,verb,A1,เข้าร่วม,1,0,0
2456,J,joint,adjective,B2,ร่วมกัน,0,0,0
2457,J,joke,noun,A2,เรื่องตลก,1,0,0
2458,J,journal,noun,B1,วารสาร,1,1,0
2459,J,journalism,noun,B2,วารสารศาสตร์,0,0,0
2460,J,journalist,noun,A2,นักข่าว,1,0,0
2461,J,journey,noun,A1,การเดินทาง,1,0,0
2462,J,joy,noun,B2,ความสุข,1,0,0
2463,J,judge,noun,B1,ผู้พิพากษา,1,0,0
2464,J,judgement,noun,B2,การตัดสิน,1,0,0
2465,J,judicial,adjective,C1,เกี่ยวกับการพิจารณาคดี,0,0,0
2466,J,juice,noun,A1,น้ำผลไม้,1,0,0
2467,J,July,noun,A1,กรกฎาคม,1,0,0
2468,J,jump,noun,A2,กระโดด,1,0,0
2469,J,junction,noun,C1,ทางแยก,0,0,0
2470,J,June,noun,A1,มิถุนายน,1,0,0
2471,J,junior,adjective,B2,จูเนียร์,1,0,0
2472,J,jurisdiction,noun,C1,ขอบเขตอำนาจ อำนาจศาล,0,0,0
2473,J,jury,noun,B2,คณะลูกขุน,0,0,0
2474,J,just,adverb,A1,แค่,1,0,0
2475,J,justice,noun,B2,ความยุติธรรม ความถูกต้อง ผู้พิพากษา,1,0,0
2476,J,justification,noun,C1,การให้เหตุผล,0,1,1
2477,J,justify,verb,B2,แสดงความบริสุทธิ์ พิสูจน์ว่าถูกต้อง,1,0,1
2478,K,keen,adjective,B1,กระตือรือร้น หลักแหลม คม,1,0,0
2479,K,keep,verb,A1,เก็บ,1,0,0
2480,K,key,adjective,A1,สำคัญ,1,0,0
2481,K,keyboard,noun,B1,คีย์บอร์ด,1,0,0
2482,K,kick,noun,B1,เตะ,1,0,0
2483,K,kid,noun,A2,เด็ก,1,0,0
2484,K,kidnap,verb,C1,ลักพาตัว,0,0,0
2485,K,kidney,noun,C1,ไต,0,0,0
2486,K,kill,verb,A2,ฆ่า,1,0,0
2487,K,killing,noun,B1,การสังหาร,1,0,0
2488,K,kilometre,noun,A1,กิโลเมตร,1,0,0
2489,K,kind,adjective,B1,ใจดี,1,0,0
2490,K,king,noun,A2,กษัตริย์,1,0,0
2491,K,kingdom,noun,C1,ราชอาณาจักร,0,0,0
2492,K,kiss,noun,B1,จูบ,1,0,0
2493,K,kit,noun,B2,ชุด,0,0,0
2494,K,kitchen,noun,A1,ครัว,1,0,0
2495,K,knee,noun,A2,เข่า,1,0,0
2496,K,knife,noun,A2,มีด,1,0,0
2497,K,knock,noun,B1,เคาะ,1,0,0
2498,K,know,verb,A1,ทราบ,1,0,0
2499,K,knowledge,noun,A2,ความรู้ ความคุ้นเคย ความเข้าใจ,1,0,0
2500,L,lab,noun,A2,ห้องทดลอง,1,0,0
2501,L,label,noun,B1,ฉลาก,1,1,0
2502,L,laboratory,noun,B1,ห้องปฏิบัติการ,1,0,0
2503,L,labour,noun,B2,แรงงาน,1,0,0
2504,L,lack,noun,B1,ความขาดแคลน,1,0,0
2505,L,lad,noun,C1,เด็กหนุ่ม,0,0,0
2506,L,ladder,noun,B2,บันไดปีน,0,0,0
2507,L,lady,noun,A2,ผู้หญิง,1,0,0
2508,L,lake,noun,A2,ทะเลสาบ,1,0,0
2509,L,lamp,noun,A2,โคมไฟ,1,0,0
2510,L,land,noun,A1,ที่ดิน,1,0,0
2511,L,landing,noun,B2,การลงจอด,0,0,0
2512,L,landlord,noun,C1,เจ้าของบ้าน,0,0,0
2513,L,landmark,noun,C1,สถานที่สำคัญ,0,0,0
2514,L,landscape,noun,B2,ภูมิประเทศ,1,0,0
2515,L,lane,noun,B2,ช่องทาง,0,0,0
2516,L,language,noun,A1,ภาษา,1,0,0
2517,L,lap,noun,C1,ตัก,0,0,0
2518,L,laptop,noun,A2,แล็ปท็อป,1,0,0
2519,L,large,adjective,A1,ใหญ่,1,0,0
2520,L,largely,adverb,B2,ส่วนใหญ่,1,0,0
2521,L,large-scale,adjective,C1,ขนาดใหญ่,0,0,0
2522,L,laser,noun,C1,เลเซอร์,0,0,0
2523,L,last,adverb,A2,ล่าสุด,1,0,0
2524,L,late,adjective,A1,ช้า,1,0,0
2525,L,lately,adverb,B2,เมื่อเร็วๆ นี้,0,0,0
2526,L,later,adjective,A2,ภายหลัง,1,0,0
2527,L,latest,adjective,B1,ล่าสุด,1,0,0
2528,L,latter,adjective,C1,หลัง,0,0,0
2529,L,laugh,noun,A1,หัวเราะ,1,0,0
2530,L,laughter,noun,A2,เสียงหัวเราะ,1,0,0
2531,L,launch,noun,B2,ปล่อย เริ่มปฏิบัติการ,1,0,0
2532,L,law,noun,A2,กฎ,1,0,0
2533,L,lawn,noun,C1,สนามหญ้า,0,0,0
2534,L,lawsuit,noun,C1,การฟ้องร้องคดี,0,0,0
2535,L,lawyer,noun,A2,ทนายความ,1,0,0
2536,L,lay,verb,B1,วาง,1,0,0
2537,L,layer,noun,B1,ชั้น,1,1,1
2538,L,layout,noun,C1,เค้าโครง,0,0,0
2539,L,lazy,adjective,A2,ขี้เกียจ,1,0,0
2540,L,lead,noun,B1,ก่อให้เกิด นำ ดำเนินชีวิต เป็นหัวหน้า,1,0,0
2541,L,leader,noun,A2,ผู้นำ,1,0,0
2542,L,leadership,noun,B2,ความเป็นผู้นำ,1,0,0
2543,L,leading,adjective,B1,เป็นผู้นำ,1,0,0
2544,L,leaf,noun,B1,ใบไม้,1,0,0
2545,L,leaflet,noun,B2,ใบปลิว,0,0,0
2546,L,league,noun,B2,สหพันธ์ พันธมิตร เป็นพันธมิตร รวมกลุ่ม,1,0,0
2547,L,leak,noun,C1,รั่ว,0,0,0
2548,L,lean,verb,B2,พิง พึ่งพา เอียง ผอม,1,0,0
2549,L,leap,noun,C1,เผ่น,0,0,0
2550,L,learn,verb,A1,เรียนรู้,1,0,0
2551,L,learning,noun,A2,การเรียนรู้,1,0,0
2552,L,least,adverb,A2,น้อยที่สุด สิ่งที่เล็กน้อย,1,0,0
2553,L,leather,noun,B1,หนังฟอก คลุมด้วยหนังฟอก,1,0,0
2554,L,leave,noun,B2,การอนุณาต การจากไป ออกจาก ไม่สนใจ ปล่อย,1,0,0
2555,L,lecture,noun,A2,คำปราศรัย บรรยาย,1,1,1
2556,L,left,adjective,A1,ซ้าย,1,0,0
2557,L,leg,noun,A1,ขา,1,0,0
2558,L,legacy,noun,C1,มรดก,0,0,0
2559,L,legal,adjective,B1,ถูกกฎหมาย,1,1,1
2560,L,legend,noun,B2,ตำนาน,0,0,0
2561,L,legendary,adjective,C1,ตำนาน,0,0,0
2562,L,legislation,noun,C1,การออกกฎหมาย,0,1,1
2563,L,legislative,adjective,C1,เกี่ยวกับกฎหมาย,0,0,0
2564,L,legislature,noun,C1,สภานิติบัญญัติ,0,0,0
2565,L,legitimate,adjective,C1,ถูกต้องตามกฏหมาย ทำให้ถูกต้องตามกฏหมาย มอบอำนาจ,0,0,0
2566,L,leisure,noun,B1,เวลาว่าง มีเวลาว่าง,1,0,0
2567,L,lemon,noun,A2,มะนาว,1,0,0
2568,L,lend,verb,A2,ให้ยืม มอบให้ ปรับตัว,1,0,0
2569,L,length,noun,B1,ความยาว,1,0,0
2570,L,lengthy,adjective,C1,ยาว,0,0,0
2571,L,lens,noun,B2,เลนส์,0,0,0
2572,L,lesbian,adjective,C1,เกี่ยวกับเลสเบี้ยน,0,0,0
2573,L,less,adverb,A2,น้อย,1,0,0
2574,L,lesser,adjective,C1,น้อยกว่า,0,0,0
2575,L,lesson,noun,A1,บทเรียน,1,0,0
2576,L,let,verb,A1,อนุญาต,1,0,0
2577,L,lethal,adjective,C1,เป็นอันตรายถึงชีวิต,0,0,0
2578,L,letter,noun,A1,จดหมาย,1,0,0
2579,L,level,adjective,B1,ระดับ,1,0,0
2580,L,liable,adjective,C1,โน้มเอียง โน้มน้าว อาจจะ,0,0,0
2581,L,liberal,adjective,C1,ใจกว้าง โอบอ้อมอารี,0,1,1
2582,L,liberation,noun,C1,การปลดปล่อย,0,0,0
2583,L,liberty,noun,C1,เสรีภาพ,0,0,0
2584,L,library,noun,A1,ห้องสมุด,1,0,0
2585,L,licence,noun,B2,ใบอนุญาต,1,0,0
2586,L,license,verb,C1,ใบอนุญาต,0,1,0
2587,L,lie,noun,B1,โกหก,1,0,0
2588,L,life,noun,A1,ชีวิต,1,0,0
2589,L,lifelong,adjective,C1,ตลอดชีวิต,0,0,0
2590,L,lifestyle,noun,A2,วิถีชีวิต,1,0,0
2591,L,lifetime,noun,B2,ตลอดชีวิต,0,0,0
2592,L,lift,noun,A2,ยก,1,0,0
2593,L,light,adjective,A1,แสงสว่าง,1,0,0
2594,L,lighting,noun,B2,การส่องแสง,0,0,0
2595,L,like,noun,B1,ชอบ,1,0,0
2596,L,likelihood,noun,C1,ความเป็นไปได้,0,0,0
2597,L,likely,adjective,A2,มีแนวโน้ม,1,0,0
2598,L,likewise,adverb,B2,เช่นเดียวกัน,0,1,1
2599,L,limb,noun,C1,แขนขา,0,0,0
2600,L,limit,noun,B1,จำกัด,1,0,0
2601,L,limitation,noun,B2,ข้อ จำกัด,0,0,0
2602,L,limited,adjective,B2,ถูก จำกัด,1,0,0
2603,L,line,noun,A1,เส้น,1,0,0
2604,L,linear,adjective,C1,เป็นเส้นตรง,0,0,0
2605,L,line-up,noun,C1,เข้าแถว,0,0,0
2606,L,linger,verb,C1,อิง,0,0,0
2607,L,link,noun,A2,การเชื่อมโยง,1,1,1
2608,L,lion,noun,A1,สิงโต,1,0,0
2609,L,lip,noun,B1,ริมฝีปาก,1,0,0
2610,L,liquid,adjective,B1,ของเหลว,1,0,0
2611,L,list,noun,A1,รายการ,1,0,0
2612,L,listen,verb,A1,ฟัง,1,0,0
2613,L,listener,noun,A2,ผู้ฟัง,1,0,0
2614,L,listing,noun,C1,การแสดงรายชื่อ,0,0,0
2615,L,literacy,noun,C1,การรู้หนังสือ,0,0,0
2616,L,literally,adverb,B2,อย่างแท้จริง,0,0,0
2617,L,literary,adjective,B2,วรรณกรรม,0,0,0
2618,L,literature,noun,B1,วรรณกรรม,1,0,0
2619,L,litre,noun,B2,ลิตร,0,0,0
2620,L,litter,noun,B2,ขยะ,0,0,0
2621,L,little,adjective,A1,เล็กน้อย,1,0,0
2622,L,live,adjective,B1,สด,1,0,0
2623,L,lively,adjective,B2,มีชีวิตชีวา,1,0,0
2624,L,liver,noun,C1,ตับ,0,0,0
2625,L,living,adjective,B1,การดำรงชีวิต,1,0,0
2626,L,load,noun,B2,น้ำหนักบรรทุก บรรทุก(สินค้า),1,0,0
2627,L,loan,noun,B2,การให้ยืม เงินที่ให้กู้ ให้ยืม,1,0,0
2628,L,lobby,noun,C1,ล็อบบี้,0,0,0
2629,L,local,adjective,A1,ท้องถิ่น,1,0,0
2630,L,locate,verb,B1,หาตำแหน่ง,1,0,0
2631,L,located,adjective,B1,ตั้งอยู่,1,0,0
2632,L,location,noun,B1,ที่ตั้ง,1,1,1
2633,L,lock,noun,A2,ล็อค,1,0,0
2634,L,log,noun,C1,บันทึก,0,0,0
2635,L,logic,noun,C1,ตรรกะ,0,1,1
2636,L,logical,adjective,B2,มีเหตุผล,1,0,0
2637,L,logo,noun,B2,โลโก้,0,0,0
2638,L,lonely,adjective,B1,เหงา,1,0,0
2639,L,long,adjective,A1,ยาว,1,0,0
2640,L,long-standing,adjective,C1,ยืนยาว,0,0,0
2641,L,long-term,adjective,B2,ระยะยาว,1,0,0
2642,L,long-time,adjective,C1,เวลานาน,0,0,0
2643,L,look,noun,A2,ดู,1,0,0
2644,L,loom,verb,C1,เครื่องทอผ้า,0,0,0
2645,L,loop,noun,C1,วง,0,0,0
2646,L,loose,adjective,B2,หลวม,1,0,0
2647,L,lord,noun,B2,ขุนนาง,1,0,0
2648,L,lorry,noun,A2,รถบรรทุก,1,0,0
2649,L,lose,verb,A1,สูญเสีย,1,0,0
2650,L,loss,noun,B1,การสูญเสีย,1,0,0
2651,L,lost,adjective,A2,สูญหาย,1,0,0
2652,L,lot,adverb,A1,มาก,1,0,0
2653,L,lottery,noun,B2,หวย,0,0,0
2654,L,loud,adjective,A2,ดัง,1,0,0
2655,L,loudly,adverb,A2,อย่างเสียงดัง อึกทึก,1,0,0
2656,L,love,noun,A1,รัก,1,0,0
2657,L,lovely,adjective,A2,น่ารัก,1,0,0
2658,L,low,adjective,A2,ต่ำ,1,0,0
2659,L,lower,verb,B2,ต่ำกว่า,1,0,0
2660,L,loyal,adjective,B2,ซื่อสัตย์,0,0,0
2661,L,loyalty,noun,C1,ความภักดี,0,0,0
2662,L,luck,noun,A2,โชค,1,0,0
2663,L,lucky,adjective,A2,โชคดี,1,0,0
2664,L,lunch,noun,A1,อาหารกลางวัน,1,0,0
